review,label
"Sumpah lama lama kesel banget sama Ni apk, 
Aku pengguna lama tapi semakin lama semakin mahal dari ongkir dan di tambah biaya layanan apk yg hampir sama kaya ongkirrr, 
Dan promo nya ga banget
Pedahal pengguna lama, dan satu lagi go club Tiba tiba dah kembali ke sebelum nya aja, pedahal di situ penjelasan nya go club di reset setelah beberapa bulan, ini baru 1 bulan udh di reset 
Kesel banget, tiati loh Ntar pada ga mau pakai jasa Ni apk
Karna makin ke sini makin ngeselin.",Negatif
"Milih partnership sama findaya yang tiket laporannya tidak selesai di proses hampir sebulan. Telp ke cs jawabannya cuma bisa bantu bikin tiket, tapi tidak ada progress selama hampir 1 bulan. Mantap",Negatif
"Saya pengguna ios, untuk menu paylater halaman tidak bisa terbuka.
Sehingga kami kesulitan untuk melunasi pemakaian dan untuk menaikan atau menurunkan limit. Semoga bug segera diperbaiki, Terimakasih.",Positif
"Saya kecewa dengan kualitas customer service tim gojek. 

Uang ganti rugi yg diberikan dalam bentuk gopay ternyata ditarik lagi tanpa konfirmasi. Malah saya disuruh komplain kepada pihak tokopedia padahal jelas-jelas saya memesan menggunakan aplikasi gojek. 

Masalah struk belanja berasal dari tokopedia atau dari manapun seharusnya tidak jadi urusan saya karena saya menggunakan jasa gojek, ya saya sudah benar jika komplain nya ke customer service nya gojek. 

Tolong diperbaiki.",Negatif
"“The last of bugs” and “if you’re reading this it’s too late” other than a cringy movie reference, was there a real freaking serious bug that impacted our confidential data on the app?

Make an app description that actually describes the real deal, please.. making a movie reference in a description just for the sake of writing some descriptions is totally irrelevant. It explains nothing and straight up childish.",Negatif
"Kalo saham turun yoo jangan dikenain ke pelanggan dan service fee. 
MASA PLATFORM LAIN SERVICE FEE MASIH 4 RIBU, GOFOOD SEKARANG 7 RIBU SENDIRI",Negatif
"Halo, hanya ingin menyampaikan bahwa pelayanan CS maupun sistem email dari perusahaan anda sangat mengecewkan, saya harus menelpon CS HINGGA 4X hanya untuk melakukan perubahan no hp di akun saya, sangat mengecewakan. Saya sudah mereply email dari kalian hingga berulang kali (10x ada) namun by sistem tidak terdetect hingga saya harus menelpon berulang kali, bahkan CS ke tiga menutup telpon secara sepihak. Sangat mengecewakan. Terlebih lagi tidak ada kompensasi apapun itu dengan waktu saya yg terbuang hanya untuk melakukan hal tsb. Sangat tidak professional dan aneh. Baru kali ini merasakan pelayanan yang seperti ini, padahal perusahaan kalian besar, smh. So guys I strongly recommend to use another app than this one. Terimakasih",Negatif
"Dear developer, perbaiki pembayaran dengan kode mu, terlalu sering bug pada pembaruan kode yang sering terjadi. “ your code is expired” renew code , berulang ulang kali sangat menyebalkan 👎",Negatif
"Iss kesel kali sumpah,makanan udah mau datang jadi aku kebawah hp ku tinggal setengah jam lebih menunggu ga sampek sampek,balik ke atas rupanya sistem gojek lagi gangguan,akun gojek ku ter LOGOUT sendiri dan pesanan dibatalkan kek anjeng,masalahnya aku tinggal di apartment naik turun perkara gini aja,EROR",Negatif
Bad,Negatif
Gopaylater gabisa dibuka di hapeku :(,Negatif
"gabisa pake 2 voucher lagi padahal biaya layanan di app gojek paling mahal diantara app lain, jadinya malah lebih mahal daripada beli langsung",Negatif
Biaya layanan yang tinggi membuat males belanja ongkir yg mahal pun membuat belanja terasa mahal diskon yg sedikit tidak membuat harga jadi murah!!! Ayoolag gojek,Negatif
Aplikasi DJANGKRIK gofood < 1 km aja biaya antar 14.000?? Belum lagi biaya penanganan atau aplikasi apa lah itu 5000 rupiah. Parah parah gak lagi pake app satu ini.,Negatif
"Promo gofood tidak bisa di gabungin lagi, auto uninstal applikasi",Negatif
"Kl batalin mau blokir akun aneh dan tidak professional 
Kl driver lama ngedrop penumpang lain terus kita mesti nunggu??
Nah kl cuaca mau hujan  apa anda paham???

Kalau mereka pun sering main batalin",Negatif
"Status anak sultan, tapi tiap pesen gofood selalu gabung sama pesanan orang lain, jadi antar punya orang lain dulu. 

Padahal kalau telat makan bisa maag, semoga yg bikin fitur ini juga ngerasain maag gara2 pesanan gofood kelamaan nyampe akibat anterin pesanan orang lain dulu

Terlalu banyak notifikasi yg mengganggu, mulai dari ajakan donasi, iklan voucher, dll. Seharusnya notifikasi hanya untuk pemberitahuan terkait order yg sedang dipesan.",Negatif
gabisa double voucher GoFood lagi semenjak update... sedih 😭,Negatif
"payah bgt gofood voc toko sama mingguan udah gabisa di gabung , kalo udah bisa di gabung gue balikin bintang 5",Negatif
"Sekarang udah ga bisa pake double voucher ah parah, fix pindah haluan dari gofood,",Negatif
Ohh jadi sekarang gini ya voucher sekarang udah gak bisa di akumulasi sama diskon potongan ongkir atau potongan lainnya cuma bisa satu doang yg di pakai. Bakalan sepi nih gofood haha,Negatif
dulu kalo dapet voucher yg ada batas pemakaian nya (10x) bisa digabung dengan voucher dari masing2 resto. sekarang sdh tidak bisa. aku stop pakai gofood 🙏🏻,Negatif
"Saya melalukan top up gopay dan ternyata salah satu no nya sehingga gopay salah Kirim dan saya Lakukan investigassi no tersebut ternyata sudah lama tidak digunakan saya membuat laporan pihak gojek dengan  menjelaskan kronologinya dan meminta mengembalikan saldo gopay tersebut se besar 1.2jt tapi pihak gojek beralasan tidak bisa menarik saldo gopay padahal jelas2 akun tersebut sudah tidak digunakan bah kan no nya pun sudah tidak bisa dialtifkan kembali Karena emang terlalu lama tidak dipakai,, saya Tanya Lalu saldo tsb larinya kemana ?? Kalo saya bisa beli no baru lagi dengan no yg sama saya salah Kirim jawab an nya tetap tidak bisa digunakan kalo no baru meskipun no yang sama .. aneh kan lalu saldo nya mau kemana ??",Negatif
"Pelayanan cs gojek sangat buruk, dan sngat sulit dihubungi, stelah bsa dihub Cs tidak mengerti apapun pertanyaan dan tidak bsa menyelesaikan msalah!!!! Dan kurir gojek pun tidak albaa di hubungi dan bisa seenaknya saja",Negatif
"Saya meminta bantuan karena pesanan tdk sesuai, tetapi saya tidak menerima respon",Negatif
Pesan makanan 2 jam dengan problem tidak menemukan driver dan ditukar driver yang muter” di pickup point. kemudian request cancel ke CS gojek dan tidak ada respon sama sekali.. mohon kembali ke gojek yang tanggap respon seperti pertama kali di launching dulu.. terima kasih,Negatif
The service system at Gojek is very bad and makes loyal customers disappointed,Negatif
"Sudah bayar gopaylater tapi tidak terverifikasi, jangan kasi CS robot dong kalau masalahnyabga terselesaikan, mana ga bisa telpon. Parah!!",Negatif
di instruksi tidak seperti yg sebenarnya,Negatif
Mau chat cs malah chat sama robot,Negatif
Bisa-bisanya akun gojek punya CS super lelet dan ga informatik. Kalah sama apps sebelah,Negatif
Ko makin ribet ya.. mau masuk akun lewat verifikasi no hp yang lewat email eh malah gak bisa.. mentah sdh jadinya makai apk ni,Negatif
Customer service cuma bisa nya suruh pake hp lain. Payah,Negatif
"chat untuk keluhan tidak direspon, telp ke call center ada kesalahan input data dari gojek, saya coba klarifikasi malah telp dimatikan sepihak oleh call center gojek, terus kemana saya harus melapor?",Negatif
Bad attitude untuk pelayanan customer servis dan cara kerja tim tim kalian sungguh tidak bagus,Negatif
"csnya slow respon, ga dimana2 slow respon. makanan gmn tanggungjawabnya??",Negatif
CS nya lemot padahal katanya kalo minimal Anak Sultan bisa dapet priority support. Udah gitu komplain makanan salah kok direfund cuma sedikit banget. Kalah sama Grab yang berani kasih full refund kalo makanan yang dikirim gak sesuai,Negatif
"uang gw abis ratusan ribu krn brp kali receive wrong item atau incomplete item tp ga pernah diurus dgn baik oleh CS dan berujung ga diganti, mending grab deh asli.",Negatif
Delivery fee makin mahal. Platform fee juga gak main2 ya. Tapi layanan malah makin jelek !!  SUCK,Negatif
"Saya top up gopay 4jt sudah satu minggu gak masuk masuk , sudah telpon email dan datang langsung tidak ada kejelasaan nya . Mohon di perbaikin lagi !",Negatif
"Cs tidak ramah
Cs tidak dapat menyelesaikan masalah
Cs kaya robot
Cs nya tidak benar dalam bekerja
Cs tidak berguna",Negatif
"Kecewa banget sama gojek, saya kirim keluhan udah 2 kali udh lebih dari 3 bulan GAK ADA TANGGEPAN SAMA SEKALI!!! Kecewa bangettttttt, skrng harganya tambah mahal jelek banget sekarang",Negatif
Tata letak menunya ngebingungin. Terus baru akitifin paylater ehh ga ada promo paylaternya,Negatif
"Dulu saya costumer setia gojek,tapi sekarang saya kecewa,contoh nya saja susah nya mendaptkan promo gofood,gratis ongkir,dan msih banyak lagi, mulai sekarang saya pindah ke shopeefood",Negatif
"Makin kesini makin ga jelas,bisa bisanya akun kebekukan sendiri",Negatif
"Status sebagai sultan di goclub, tidak menjamin prioritas sebagai customer",Negatif
Customer service is not helpful at all! Not responsive! Such a shame! 👎🏻👎🏻👎🏻👎🏻,Negatif
Urusin penanganan paling sampah,Negatif
Versi terbaru ini Gopaynya crash terus. Sy ga bisa bayar gopaylater nih. Tolong diupdate lagi untuk iOS 15.4 dong.,Negatif
"Tolong sediakan option go pet karena tmn saya mau kirim kucing buat sy. Biar safe, kucingnya senang, tidak mabok, sehat tolong sediakan protokol tertentu 👍🏻👍🏻",Positif
Almost 2 weeks and my problem is not resolved… i will never use your lousy services anymore…. I have send so many emails and also through the help chat… but no actions… why is the support team from gojek so useless,Negatif
"Dear gomart team, do you guys realise by randomly adding items without user consent on gomart cart is considered fraud? Random item keep showing without my consent every time I shop in gomart. Are you guys too idiot to understand user consent?",Negatif
"Biaya aplikasilah, biaya kemasanlah, biaya inilah.
Ongkir yg seharusnya cuman 7ribu jadi 15ribu. Freak!",Negatif
Dapet tagihan ga jelas senilai 482rb di kk saya. Baru dikembalikan 241 setelah itu chat saya di laporan tidak dibalas. Sekarang saya isi gopay tidak masuk dari tanggal 12-16 maret. Bikin laporan ga ada jawaban.,Negatif
"Mohon direview kembali untuk cs nya
Menanggapi keluhan pelanggan seperti kurg profesional dan mau cepat2 selesai chat saja tanpa ada update keluhan yg d alami",Negatif
Udh nunggu lama gadapet driver pdhl laper bgt xixixix pindah ke sebelah aj,Negatif
"Anti bgt sm jailbreak? Update terus pula, paksa updatelah, gopay nyangkut jdnya gara"" appnya force close setelah dipaksa update, bgst :)",Negatif
"Halo semoga tim gojek membaca ya. Saya ingin menyampaikan beberapa kekecewaan saya
1. Aplikasi selalu down, jujur saya jarang pakai aplikasi ini, setiap saya buka gojek tampilannya selalu loading ditandai dengan saldo gopay yg ga muncul2. 
2. Ketika saya berhasil order makanan tampilannya ga berubah seolah2 blm berhasil dan notifikasi suksesnya kecil ga eyecatching sehingga terjadi kesalahan saya memesan dua kali. 
3. Ga ada pilihan cancel tau2 udah dpt driver dan ga bisa di cancel dengan alasan udh keburu dapet driver dan di proses.
4. Ketika saya hubungi call center intronya terlalu lama, dan bertele2 untuk sampai ke customer servicenya
5. Udah nyambung ke cs ttp ga ada jalan keluar.
6. Telpon kedua kalinya dan Customer servicenya menutup telpon saya begitu saja ketika saya berbicara tanpa ada basa basi.

Never been this disappointed over an app. Semoga dapat diperbaiki kembali.",Negatif
"ongkir tiap buka aplikasi naik terus. pdahal di titik yg sama dan tmpt yg sama dengan pesanan yg sama. kondisi cuaca jga sama
biaya aplikasi juga naik trs",Negatif
Platform fee nya terlalu mahal,Negatif
Slalu aja server penuh lah ntah error lah aneh bngt 🤌🏻 promo gofood juga harang pokoknya gatau kenapa makin buruk aja malesnya tu setaip mau buka aplikasi slalu server penuh lalau gak error,Negatif
"Susah kali upgrade ke gopay plus bgsd,akun” gua mau tf ke atm gua aja susah bgsd",Negatif
Padahl gapakai promo tp dapet gojek selalu ugal2an,Negatif
jangan pada mau deh kejer go club anak sultan / subscribe go food plus. malah jadi gak dapet voucher potongan mingguan. kalo merasa rugi ya jangan adain program2 macam itu dong.,Negatif
Gak jelas gojek makin lambat setelah diperbaharui,Negatif
"Its constantly force closed with the latest update, please fix it",Negatif
"saya pesan goofood, padahal saya udah lama nunggu hampir 1 jam lebih,, kata org gojeknya udah sampai,, buktinya gkda tu,, langsung dibatalkan aja,, parah emang aplikasi ini",Negatif
Dapet drivernya jauh jauh,Negatif
"Jgn pakai apk ini deh, masak uang gue 2jutaan lebih di gopay di blokir, lalu udh gue lapor malah ngga bisa di buka blokiran, dan nggak mau tanggung jawab sama uang yg sisa di gopay 😤",Negatif
"SEKARANG GOJEK - SERBA BIAYA, YG PUNYA RESTO KENAK BIAYA, YANG ANTAR DIPUNGUT BIAYA. NAH SY BARU NGEH KAMI SEBAGAI PENGGUNA JASA DIPUNGUT BIAYA JUGA. Aneh",Positif
Kalo hujan antara apps nya error atau ga ada driver yg mau ambil,Negatif
"Tiap buka yutube slalu muncul iklan gopay slama 15detik, gak bs di skip, bahkan 1 video yutube bs muncul 3-4kali. Bangke….",Negatif
Apliaksinya tambah aneh. Gak ada promo. Pay later diaktifin tp gak berguna ttp gak ada promo. Driver lama banget nyangkutnya. Harus repeat order berkali kali baru dapet driver itukan merugikan resto kalo dah terima orderan trs dicancle siatem krn g dapet driver!!!!! Gabsia chat langsung juga sm CS!!!!,Negatif
